microservice,pod,median,latency,cpuUsage,memUsage,repeat,service,cpuInter,memInter,targetReqFreq,reqFreq
nginx-web-server,nginx-thrift,618.0,2014.4999999999914,2,2,0,ComposePost,0,0,150.0,150.0
post-storage-service,post-storage-service,43.0,1643.0,2,2,0,ComposePost,0,0,150.0,150.0
social-graph-service,social-graph-service,39.0,108.0,2,2,0,ComposePost,0,0,150.0,150.0
text-service,text-service,411.0,1847.9999999999986,2,2,0,ComposePost,0,0,150.0,150.0
url-shorten-service,url-shorten-service,156.0,595.3999999999987,2,2,0,ComposePost,0,0,150.0,150.0
user-mention-service,user-mention-service,57.0,2372.0,2,2,0,ComposePost,0,0,150.0,150.0
user-timeline-service,user-timeline-service,55.0,2235.0,2,2,0,ComposePost,0,0,150.0,150.0
media-service,media-service,4.0,8.0,2,2,0,ComposePost,0,0,150.0,150.0
unique-id-service,unique-id-service,20.0,28.0,2,2,0,ComposePost,0,0,150.0,150.0
user-service,user-service,8.0,15.0,2,2,0,ComposePost,0,0,150.0,150.0
compose-post-service,compose-post-service,6117.0,48090.0,2,2,0,UserTimeline,0,0,150.0,150.0
home-timeline-service,home-timeline-service,70.0,434.4999999999999,2,2,0,UserTimeline,0,0,150.0,150.0
nginx-web-server,nginx-thrift,618.0,2014.4999999999914,2,2,0,UserTimeline,0,0,150.0,150.0
post-storage-service,post-storage-service,43.0,1643.0,2,2,0,UserTimeline,0,0,150.0,150.0
social-graph-service,social-graph-service,39.0,108.0,2,2,0,UserTimeline,0,0,150.0,150.0
text-service,text-service,411.0,1847.9999999999986,2,2,0,UserTimeline,0,0,150.0,150.0
url-shorten-service,url-shorten-service,156.0,595.3999999999987,2,2,0,UserTimeline,0,0,150.0,150.0
user-mention-service,user-mention-service,57.0,2372.0,2,2,0,UserTimeline,0,0,150.0,150.0
user-timeline-service,user-timeline-service,55.0,2235.0,2,2,0,UserTimeline,0,0,150.0,150.0
media-service,media-service,4.0,8.0,2,2,0,UserTimeline,0,0,150.0,150.0
unique-id-service,unique-id-service,20.0,28.0,2,2,0,UserTimeline,0,0,150.0,150.0
user-service,user-service,8.0,15.0,2,2,0,UserTimeline,0,0,150.0,150.0
compose-post-service,compose-post-service,6117.0,48090.0,2,2,0,HomeTimeline,0,0,150.0,150.0
home-timeline-service,home-timeline-service,70.0,434.4999999999999,2,2,0,HomeTimeline,0,0,150.0,150.0
nginx-web-server,nginx-thrift,618.0,2014.4999999999914,2,2,0,HomeTimeline,0,0,150.0,150.0
post-storage-service,post-storage-service,43.0,1643.0,2,2,0,HomeTimeline,0,0,150.0,150.0
social-graph-service,social-graph-service,39.0,108.0,2,2,0,HomeTimeline,0,0,150.0,150.0
text-service,text-service,411.0,1847.9999999999986,2,2,0,HomeTimeline,0,0,150.0,150.0
url-shorten-service,url-shorten-service,156.0,595.3999999999987,2,2,0,HomeTimeline,0,0,150.0,150.0
user-mention-service,user-mention-service,57.0,2372.0,2,2,0,HomeTimeline,0,0,150.0,150.0
user-timeline-service,user-timeline-service,55.0,2235.0,2,2,0,HomeTimeline,0,0,150.0,150.0
media-service,media-service,4.0,8.0,2,2,0,HomeTimeline,0,0,150.0,150.0
unique-id-service,unique-id-service,20.0,28.0,2,2,0,HomeTimeline,0,0,150.0,150.0
user-service,user-service,8.0,15.0,2,2,0,HomeTimeline,0,0,150.0,150.0
compose-post-service,compose-post-service,3586.5,134349.0,2,2,0,ComposePost,0,0,500.0,500.0
home-timeline-service,home-timeline-service,68.0,482.04999999999995,2,2,0,ComposePost,0,0,500.0,500.0
nginx-web-server,nginx-thrift,504.0,3003.3499999999985,2,2,0,ComposePost,0,0,500.0,500.0
post-storage-service,post-storage-service,37.5,165.19999999999982,2,2,0,ComposePost,0,0,500.0,500.0
social-graph-service,social-graph-service,52.0,239.6499999999994,2,2,0,ComposePost,0,0,500.0,500.0
text-service,text-service,309.0,2993.6500000000015,2,2,0,ComposePost,0,0,500.0,500.0
url-shorten-service,url-shorten-service,121.0,440.19999999999936,2,2,0,ComposePost,0,0,500.0,500.0
user-mention-service,user-mention-service,63.0,990.0,2,2,0,ComposePost,0,0,500.0,500.0
user-timeline-service,user-timeline-service,53.0,272.0,2,2,0,ComposePost,0,0,500.0,500.0
media-service,media-service,7.0,12.0,2,2,0,ComposePost,0,0,500.0,500.0
unique-id-service,unique-id-service,19.5,30.0,2,2,0,ComposePost,0,0,500.0,500.0
user-service,user-service,10.0,14.0,2,2,0,ComposePost,0,0,500.0,500.0
compose-post-service,compose-post-service,3586.5,134349.0,2,2,0,UserTimeline,0,0,500.0,500.0
home-timeline-service,home-timeline-service,68.0,482.04999999999995,2,2,0,UserTimeline,0,0,500.0,500.0
nginx-web-server,nginx-thrift,504.0,3003.3499999999985,2,2,0,UserTimeline,0,0,500.0,500.0
post-storage-service,post-storage-service,37.5,165.19999999999982,2,2,0,UserTimeline,0,0,500.0,500.0
social-graph-service,social-graph-service,52.0,239.6499999999994,2,2,0,UserTimeline,0,0,500.0,500.0
text-service,text-service,309.0,2993.6500000000015,2,2,0,UserTimeline,0,0,500.0,500.0
url-shorten-service,url-shorten-service,121.0,440.19999999999936,2,2,0,UserTimeline,0,0,500.0,500.0
user-mention-service,user-mention-service,63.0,990.0,2,2,0,UserTimeline,0,0,500.0,500.0
user-timeline-service,user-timeline-service,53.0,272.0,2,2,0,UserTimeline,0,0,500.0,500.0
media-service,media-service,7.0,12.0,2,2,0,UserTimeline,0,0,500.0,500.0
unique-id-service,unique-id-service,19.5,30.0,2,2,0,UserTimeline,0,0,500.0,500.0
user-service,user-service,10.0,14.0,2,2,0,UserTimeline,0,0,500.0,500.0
compose-post-service,compose-post-service,3586.5,134349.0,2,2,0,HomeTimeline,0,0,500.0,500.0
home-timeline-service,home-timeline-service,68.0,482.04999999999995,2,2,0,HomeTimeline,0,0,500.0,500.0
nginx-web-server,nginx-thrift,504.0,3003.3499999999985,2,2,0,HomeTimeline,0,0,500.0,500.0
post-storage-service,post-storage-service,37.5,165.19999999999982,2,2,0,HomeTimeline,0,0,500.0,500.0
social-graph-service,social-graph-service,52.0,239.6499999999994,2,2,0,HomeTimeline,0,0,500.0,500.0
text-service,text-service,309.0,2993.6500000000015,2,2,0,HomeTimeline,0,0,500.0,500.0
url-shorten-service,url-shorten-service,121.0,440.19999999999936,2,2,0,HomeTimeline,0,0,500.0,500.0
user-mention-service,user-mention-service,63.0,990.0,2,2,0,HomeTimeline,0,0,500.0,500.0
user-timeline-service,user-timeline-service,53.0,272.0,2,2,0,HomeTimeline,0,0,500.0,500.0
media-service,media-service,7.0,12.0,2,2,0,HomeTimeline,0,0,500.0,500.0
unique-id-service,unique-id-service,19.5,30.0,2,2,0,HomeTimeline,0,0,500.0,500.0
user-service,user-service,10.0,14.0,2,2,0,HomeTimeline,0,0,500.0,500.0
compose-post-service,compose-post-service,520.0,10883.199999999866,2,2,0,ComposePost,0,0,275.0,275.0
home-timeline-service,home-timeline-service,60.0,467.0,2,2,0,ComposePost,0,0,275.0,275.0
nginx-web-server,nginx-thrift,534.0,2499.5,2,2,0,ComposePost,0,0,275.0,275.0
post-storage-service,post-storage-service,40.0,94.19999999999993,2,2,0,ComposePost,0,0,275.0,275.0
social-graph-service,social-graph-service,39.5,143.0,2,2,0,ComposePost,0,0,275.0,275.0
text-service,text-service,276.0,908.6999999999996,2,2,0,ComposePost,0,0,275.0,275.0
url-shorten-service,url-shorten-service,112.5,230.84999999999988,2,2,0,ComposePost,0,0,275.0,275.0
user-mention-service,user-mention-service,52.0,139.0,2,2,0,ComposePost,0,0,275.0,275.0
user-timeline-service,user-timeline-service,64.0,475.75,2,2,0,ComposePost,0,0,275.0,275.0
media-service,media-service,7.0,13.75,2,2,0,ComposePost,0,0,275.0,275.0
unique-id-service,unique-id-service,15.0,27.0,2,2,0,ComposePost,0,0,275.0,275.0
user-service,user-service,9.0,14.0,2,2,0,ComposePost,0,0,275.0,275.0
compose-post-service,compose-post-service,520.0,10883.199999999866,2,2,0,UserTimeline,0,0,275.0,275.0
home-timeline-service,home-timeline-service,60.0,467.0,2,2,0,UserTimeline,0,0,275.0,275.0
nginx-web-server,nginx-thrift,534.0,2499.5,2,2,0,UserTimeline,0,0,275.0,275.0
post-storage-service,post-storage-service,40.0,94.19999999999993,2,2,0,UserTimeline,0,0,275.0,275.0
social-graph-service,social-graph-service,39.5,143.0,2,2,0,UserTimeline,0,0,275.0,275.0
text-service,text-service,276.0,908.6999999999996,2,2,0,UserTimeline,0,0,275.0,275.0
url-shorten-service,url-shorten-service,112.5,230.84999999999988,2,2,0,UserTimeline,0,0,275.0,275.0
user-mention-service,user-mention-service,52.0,139.0,2,2,0,UserTimeline,0,0,275.0,275.0
user-timeline-service,user-timeline-service,64.0,475.75,2,2,0,UserTimeline,0,0,275.0,275.0
media-service,media-service,7.0,13.75,2,2,0,UserTimeline,0,0,275.0,275.0
unique-id-service,unique-id-service,15.0,27.0,2,2,0,UserTimeline,0,0,275.0,275.0
user-service,user-service,9.0,14.0,2,2,0,UserTimeline,0,0,275.0,275.0
compose-post-service,compose-post-service,520.0,10883.199999999866,2,2,0,HomeTimeline,0,0,275.0,275.0
home-timeline-service,home-timeline-service,60.0,467.0,2,2,0,HomeTimeline,0,0,275.0,275.0
nginx-web-server,nginx-thrift,534.0,2499.5,2,2,0,HomeTimeline,0,0,275.0,275.0
post-storage-service,post-storage-service,40.0,94.19999999999993,2,2,0,HomeTimeline,0,0,275.0,275.0
social-graph-service,social-graph-service,39.5,143.0,2,2,0,HomeTimeline,0,0,275.0,275.0
text-service,text-service,276.0,908.6999999999996,2,2,0,HomeTimeline,0,0,275.0,275.0
url-shorten-service,url-shorten-service,112.5,230.84999999999988,2,2,0,HomeTimeline,0,0,275.0,275.0
user-mention-service,user-mention-service,52.0,139.0,2,2,0,HomeTimeline,0,0,275.0,275.0
user-timeline-service,user-timeline-service,64.0,475.75,2,2,0,HomeTimeline,0,0,275.0,275.0
media-service,media-service,7.0,13.75,2,2,0,HomeTimeline,0,0,275.0,275.0
unique-id-service,unique-id-service,15.0,27.0,2,2,0,HomeTimeline,0,0,275.0,275.0
user-service,user-service,9.0,14.0,2,2,0,HomeTimeline,0,0,275.0,275.0
compose-post-service,compose-post-service,348.0,37419.0,2,2,0,ComposePost,0,0,625.0,625.0
home-timeline-service,home-timeline-service,68.5,466.04999999999995,2,2,0,ComposePost,0,0,625.0,625.0
nginx-web-server,nginx-thrift,433.5,1021.0999999999999,2,2,0,ComposePost,0,0,625.0,625.0
post-storage-service,post-storage-service,39.0,109.29999999999973,2,2,0,ComposePost,0,0,625.0,625.0
social-graph-service,social-graph-service,56.0,202.24999999999977,2,2,0,ComposePost,0,0,625.0,625.0
text-service,text-service,247.0,472.2999999999997,2,2,0,ComposePost,0,0,625.0,625.0
url-shorten-service,url-shorten-service,102.0,196.0,2,2,0,ComposePost,0,0,625.0,625.0
user-mention-service,user-mention-service,57.0,312.0,2,2,0,ComposePost,0,0,625.0,625.0
user-timeline-service,user-timeline-service,40.0,77.0,2,2,0,ComposePost,0,0,625.0,625.0
media-service,media-service,8.0,14.049999999999955,2,2,0,ComposePost,0,0,625.0,625.0
user-service,user-service,11.0,14.0,2,2,0,ComposePost,0,0,625.0,625.0
compose-post-service,compose-post-service,348.0,37419.0,2,2,0,UserTimeline,0,0,625.0,625.0
home-timeline-service,home-timeline-service,68.5,466.04999999999995,2,2,0,UserTimeline,0,0,625.0,625.0
nginx-web-server,nginx-thrift,433.5,1021.0999999999999,2,2,0,UserTimeline,0,0,625.0,625.0
post-storage-service,post-storage-service,39.0,109.29999999999973,2,2,0,UserTimeline,0,0,625.0,625.0
social-graph-service,social-graph-service,56.0,202.24999999999977,2,2,0,UserTimeline,0,0,625.0,625.0
text-service,text-service,247.0,472.2999999999997,2,2,0,UserTimeline,0,0,625.0,625.0
url-shorten-service,url-shorten-service,102.0,196.0,2,2,0,UserTimeline,0,0,625.0,625.0
user-mention-service,user-mention-service,57.0,312.0,2,2,0,UserTimeline,0,0,625.0,625.0
user-timeline-service,user-timeline-service,40.0,77.0,2,2,0,UserTimeline,0,0,625.0,625.0
media-service,media-service,8.0,14.049999999999955,2,2,0,UserTimeline,0,0,625.0,625.0
user-service,user-service,11.0,14.0,2,2,0,UserTimeline,0,0,625.0,625.0
compose-post-service,compose-post-service,348.0,37419.0,2,2,0,HomeTimeline,0,0,625.0,625.0
home-timeline-service,home-timeline-service,68.5,466.04999999999995,2,2,0,HomeTimeline,0,0,625.0,625.0
nginx-web-server,nginx-thrift,433.5,1021.0999999999999,2,2,0,HomeTimeline,0,0,625.0,625.0
post-storage-service,post-storage-service,39.0,109.29999999999973,2,2,0,HomeTimeline,0,0,625.0,625.0
social-graph-service,social-graph-service,56.0,202.24999999999977,2,2,0,HomeTimeline,0,0,625.0,625.0
text-service,text-service,247.0,472.2999999999997,2,2,0,HomeTimeline,0,0,625.0,625.0
url-shorten-service,url-shorten-service,102.0,196.0,2,2,0,HomeTimeline,0,0,625.0,625.0
user-mention-service,user-mention-service,57.0,312.0,2,2,0,HomeTimeline,0,0,625.0,625.0
user-timeline-service,user-timeline-service,40.0,77.0,2,2,0,HomeTimeline,0,0,625.0,625.0
media-service,media-service,8.0,14.049999999999955,2,2,0,HomeTimeline,0,0,625.0,625.0
user-service,user-service,11.0,14.0,2,2,0,HomeTimeline,0,0,625.0,625.0
compose-post-service,compose-post-service,1059.0,12013.0,2,2,0,ComposePost,0,0,75.0,75.0
home-timeline-service,home-timeline-service,51.0,483.04999999999995,2,2,0,ComposePost,0,0,75.0,75.0
nginx-web-server,nginx-thrift,645.0,1945.4999999999995,2,2,0,ComposePost,0,0,75.0,75.0
post-storage-service,post-storage-service,43.0,113.0,2,2,0,ComposePost,0,0,75.0,75.0
social-graph-service,social-graph-service,55.0,144.14999999999986,2,2,0,ComposePost,0,0,75.0,75.0
text-service,text-service,317.0,701.0,2,2,0,ComposePost,0,0,75.0,75.0
url-shorten-service,url-shorten-service,142.0,261.55,2,2,0,ComposePost,0,0,75.0,75.0
user-mention-service,user-mention-service,70.0,270.0,2,2,0,ComposePost,0,0,75.0,75.0
user-timeline-service,user-timeline-service,66.5,206.0,2,2,0,ComposePost,0,0,75.0,75.0
media-service,media-service,6.0,14.0,2,2,0,ComposePost,0,0,75.0,75.0
unique-id-service,unique-id-service,18.0,33.30000000000001,2,2,0,ComposePost,0,0,75.0,75.0
user-service,user-service,9.0,15.0,2,2,0,ComposePost,0,0,75.0,75.0
compose-post-service,compose-post-service,1059.0,12013.0,2,2,0,UserTimeline,0,0,75.0,75.0
home-timeline-service,home-timeline-service,51.0,483.04999999999995,2,2,0,UserTimeline,0,0,75.0,75.0
nginx-web-server,nginx-thrift,645.0,1945.4999999999995,2,2,0,UserTimeline,0,0,75.0,75.0
post-storage-service,post-storage-service,43.0,113.0,2,2,0,UserTimeline,0,0,75.0,75.0
social-graph-service,social-graph-service,55.0,144.14999999999986,2,2,0,UserTimeline,0,0,75.0,75.0
text-service,text-service,317.0,701.0,2,2,0,UserTimeline,0,0,75.0,75.0
url-shorten-service,url-shorten-service,142.0,261.55,2,2,0,UserTimeline,0,0,75.0,75.0
user-mention-service,user-mention-service,70.0,270.0,2,2,0,UserTimeline,0,0,75.0,75.0
user-timeline-service,user-timeline-service,66.5,206.0,2,2,0,UserTimeline,0,0,75.0,75.0
media-service,media-service,6.0,14.0,2,2,0,UserTimeline,0,0,75.0,75.0
unique-id-service,unique-id-service,18.0,33.30000000000001,2,2,0,UserTimeline,0,0,75.0,75.0
user-service,user-service,9.0,15.0,2,2,0,UserTimeline,0,0,75.0,75.0
compose-post-service,compose-post-service,1059.0,12013.0,2,2,0,HomeTimeline,0,0,75.0,75.0
home-timeline-service,home-timeline-service,51.0,483.04999999999995,2,2,0,HomeTimeline,0,0,75.0,75.0
nginx-web-server,nginx-thrift,645.0,1945.4999999999995,2,2,0,HomeTimeline,0,0,75.0,75.0
post-storage-service,post-storage-service,43.0,113.0,2,2,0,HomeTimeline,0,0,75.0,75.0
social-graph-service,social-graph-service,55.0,144.14999999999986,2,2,0,HomeTimeline,0,0,75.0,75.0
text-service,text-service,317.0,701.0,2,2,0,HomeTimeline,0,0,75.0,75.0
url-shorten-service,url-shorten-service,142.0,261.55,2,2,0,HomeTimeline,0,0,75.0,75.0
user-mention-service,user-mention-service,70.0,270.0,2,2,0,HomeTimeline,0,0,75.0,75.0
user-timeline-service,user-timeline-service,66.5,206.0,2,2,0,HomeTimeline,0,0,75.0,75.0
media-service,media-service,6.0,14.0,2,2,0,HomeTimeline,0,0,75.0,75.0
unique-id-service,unique-id-service,18.0,33.30000000000001,2,2,0,HomeTimeline,0,0,75.0,75.0
user-service,user-service,9.0,15.0,2,2,0,HomeTimeline,0,0,75.0,75.0
compose-post-service,compose-post-service,3382.5,139734.0,2,2,0,ComposePost,0,0,425.0,425.0
home-timeline-service,home-timeline-service,63.0,472.9000000000001,2,2,0,ComposePost,0,0,425.0,425.0
nginx-web-server,nginx-thrift,494.0,3723.4000000000033,2,2,0,ComposePost,0,0,425.0,425.0
post-storage-service,post-storage-service,45.0,487.80000000000064,2,2,0,ComposePost,0,0,425.0,425.0
social-graph-service,social-graph-service,47.0,281.6500000000002,2,2,0,ComposePost,0,0,425.0,425.0
text-service,text-service,390.0,5204.0,2,2,0,ComposePost,0,0,425.0,425.0
url-shorten-service,url-shorten-service,110.0,379.9999999999998,2,2,0,ComposePost,0,0,425.0,425.0
user-mention-service,user-mention-service,40.0,1019.2999999999979,2,2,0,ComposePost,0,0,425.0,425.0
user-timeline-service,user-timeline-service,68.5,4520.949999999999,2,2,0,ComposePost,0,0,425.0,425.0
media-service,media-service,4.0,6.0,2,2,0,ComposePost,0,0,425.0,425.0
unique-id-service,unique-id-service,18.0,27.649999999999977,2,2,0,ComposePost,0,0,425.0,425.0
user-service,user-service,9.0,14.0,2,2,0,ComposePost,0,0,425.0,425.0
compose-post-service,compose-post-service,3382.5,139734.0,2,2,0,UserTimeline,0,0,425.0,425.0
home-timeline-service,home-timeline-service,63.0,472.9000000000001,2,2,0,UserTimeline,0,0,425.0,425.0
nginx-web-server,nginx-thrift,494.0,3723.4000000000033,2,2,0,UserTimeline,0,0,425.0,425.0
post-storage-service,post-storage-service,45.0,487.80000000000064,2,2,0,UserTimeline,0,0,425.0,425.0
social-graph-service,social-graph-service,47.0,281.6500000000002,2,2,0,UserTimeline,0,0,425.0,425.0
text-service,text-service,390.0,5204.0,2,2,0,UserTimeline,0,0,425.0,425.0
url-shorten-service,url-shorten-service,110.0,379.9999999999998,2,2,0,UserTimeline,0,0,425.0,425.0
user-mention-service,user-mention-service,40.0,1019.2999999999979,2,2,0,UserTimeline,0,0,425.0,425.0
user-timeline-service,user-timeline-service,68.5,4520.949999999999,2,2,0,UserTimeline,0,0,425.0,425.0
media-service,media-service,4.0,6.0,2,2,0,UserTimeline,0,0,425.0,425.0
unique-id-service,unique-id-service,18.0,27.649999999999977,2,2,0,UserTimeline,0,0,425.0,425.0
user-service,user-service,9.0,14.0,2,2,0,UserTimeline,0,0,425.0,425.0
compose-post-service,compose-post-service,3382.5,139734.0,2,2,0,HomeTimeline,0,0,425.0,425.0
home-timeline-service,home-timeline-service,63.0,472.9000000000001,2,2,0,HomeTimeline,0,0,425.0,425.0
nginx-web-server,nginx-thrift,494.0,3723.4000000000033,2,2,0,HomeTimeline,0,0,425.0,425.0
post-storage-service,post-storage-service,45.0,487.80000000000064,2,2,0,HomeTimeline,0,0,425.0,425.0
social-graph-service,social-graph-service,47.0,281.6500000000002,2,2,0,HomeTimeline,0,0,425.0,425.0
text-service,text-service,390.0,5204.0,2,2,0,HomeTimeline,0,0,425.0,425.0
url-shorten-service,url-shorten-service,110.0,379.9999999999998,2,2,0,HomeTimeline,0,0,425.0,425.0
user-mention-service,user-mention-service,40.0,1019.2999999999979,2,2,0,HomeTimeline,0,0,425.0,425.0
user-timeline-service,user-timeline-service,68.5,4520.949999999999,2,2,0,HomeTimeline,0,0,425.0,425.0
media-service,media-service,4.0,6.0,2,2,0,HomeTimeline,0,0,425.0,425.0
unique-id-service,unique-id-service,18.0,27.649999999999977,2,2,0,HomeTimeline,0,0,425.0,425.0
user-service,user-service,9.0,14.0,2,2,0,HomeTimeline,0,0,425.0,425.0
compose-post-service,compose-post-service,23769.0,130647.0,2,2,0,ComposePost,0,0,350.0,350.0
home-timeline-service,home-timeline-service,65.0,537.3999999999996,2,2,0,ComposePost,0,0,350.0,350.0
nginx-web-server,nginx-thrift,551.0,2223.999999999999,2,2,0,ComposePost,0,0,350.0,350.0
post-storage-service,post-storage-service,41.0,227.5499999999995,2,2,0,ComposePost,0,0,350.0,350.0
social-graph-service,social-graph-service,57.0,442.4499999999987,2,2,0,ComposePost,0,0,350.0,350.0
text-service,text-service,363.0,4733.649999999997,2,2,0,ComposePost,0,0,350.0,350.0
url-shorten-service,url-shorten-service,145.0,865.8000000000004,2,2,0,ComposePost,0,0,350.0,350.0
user-mention-service,user-mention-service,43.0,289.15,2,2,0,ComposePost,0,0,350.0,350.0
user-timeline-service,user-timeline-service,57.0,14991.699999999993,2,2,0,ComposePost,0,0,350.0,350.0
media-service,media-service,9.0,18.0,2,2,0,ComposePost,0,0,350.0,350.0
unique-id-service,unique-id-service,17.0,27.599999999999994,2,2,0,ComposePost,0,0,350.0,350.0
user-service,user-service,7.0,13.0,2,2,0,ComposePost,0,0,350.0,350.0
compose-post-service,compose-post-service,23769.0,130647.0,2,2,0,UserTimeline,0,0,350.0,350.0
home-timeline-service,home-timeline-service,65.0,537.3999999999996,2,2,0,UserTimeline,0,0,350.0,350.0
nginx-web-server,nginx-thrift,551.0,2223.999999999999,2,2,0,UserTimeline,0,0,350.0,350.0
post-storage-service,post-storage-service,41.0,227.5499999999995,2,2,0,UserTimeline,0,0,350.0,350.0
social-graph-service,social-graph-service,57.0,442.4499999999987,2,2,0,UserTimeline,0,0,350.0,350.0
text-service,text-service,363.0,4733.649999999997,2,2,0,UserTimeline,0,0,350.0,350.0
url-shorten-service,url-shorten-service,145.0,865.8000000000004,2,2,0,UserTimeline,0,0,350.0,350.0
user-mention-service,user-mention-service,43.0,289.15,2,2,0,UserTimeline,0,0,350.0,350.0
user-timeline-service,user-timeline-service,57.0,14991.699999999993,2,2,0,UserTimeline,0,0,350.0,350.0
media-service,media-service,9.0,18.0,2,2,0,UserTimeline,0,0,350.0,350.0
unique-id-service,unique-id-service,17.0,27.599999999999994,2,2,0,UserTimeline,0,0,350.0,350.0
user-service,user-service,7.0,13.0,2,2,0,UserTimeline,0,0,350.0,350.0
compose-post-service,compose-post-service,23769.0,130647.0,2,2,0,HomeTimeline,0,0,350.0,350.0
home-timeline-service,home-timeline-service,65.0,537.3999999999996,2,2,0,HomeTimeline,0,0,350.0,350.0
nginx-web-server,nginx-thrift,551.0,2223.999999999999,2,2,0,HomeTimeline,0,0,350.0,350.0
post-storage-service,post-storage-service,41.0,227.5499999999995,2,2,0,HomeTimeline,0,0,350.0,350.0
social-graph-service,social-graph-service,57.0,442.4499999999987,2,2,0,HomeTimeline,0,0,350.0,350.0
text-service,text-service,363.0,4733.649999999997,2,2,0,HomeTimeline,0,0,350.0,350.0
url-shorten-service,url-shorten-service,145.0,865.8000000000004,2,2,0,HomeTimeline,0,0,350.0,350.0
user-mention-service,user-mention-service,43.0,289.15,2,2,0,HomeTimeline,0,0,350.0,350.0
user-timeline-service,user-timeline-service,57.0,14991.699999999993,2,2,0,HomeTimeline,0,0,350.0,350.0
media-service,media-service,9.0,18.0,2,2,0,HomeTimeline,0,0,350.0,350.0
unique-id-service,unique-id-service,17.0,27.599999999999994,2,2,0,HomeTimeline,0,0,350.0,350.0
user-service,user-service,7.0,13.0,2,2,0,HomeTimeline,0,0,350.0,350.0
compose-post-service,compose-post-service,305.0,6561.0,2,2,0,ComposePost,0,0,700.0,700.0
home-timeline-service,home-timeline-service,70.0,445.49999999999994,2,2,0,ComposePost,0,0,700.0,700.0
nginx-web-server,nginx-thrift,462.5,982.1999999999999,2,2,0,ComposePost,0,0,700.0,700.0
post-storage-service,post-storage-service,30.5,74.84999999999997,2,2,0,ComposePost,0,0,700.0,700.0
social-graph-service,social-graph-service,54.0,121.0,2,2,0,ComposePost,0,0,700.0,700.0
text-service,text-service,234.0,519.9,2,2,0,ComposePost,0,0,700.0,700.0
url-shorten-service,url-shorten-service,90.0,256.25,2,2,0,ComposePost,0,0,700.0,700.0
user-mention-service,user-mention-service,31.5,280.25,2,2,0,ComposePost,0,0,700.0,700.0
user-timeline-service,user-timeline-service,32.0,67.0,2,2,0,ComposePost,0,0,700.0,700.0
media-service,media-service,8.0,11.0,2,2,0,ComposePost,0,0,700.0,700.0
unique-id-service,unique-id-service,19.0,24.449999999999996,2,2,0,ComposePost,0,0,700.0,700.0
user-service,user-service,11.0,12.0,2,2,0,ComposePost,0,0,700.0,700.0
compose-post-service,compose-post-service,305.0,6561.0,2,2,0,UserTimeline,0,0,700.0,700.0
home-timeline-service,home-timeline-service,70.0,445.49999999999994,2,2,0,UserTimeline,0,0,700.0,700.0
nginx-web-server,nginx-thrift,462.5,982.1999999999999,2,2,0,UserTimeline,0,0,700.0,700.0
post-storage-service,post-storage-service,30.5,74.84999999999997,2,2,0,UserTimeline,0,0,700.0,700.0
social-graph-service,social-graph-service,54.0,121.0,2,2,0,UserTimeline,0,0,700.0,700.0
text-service,text-service,234.0,519.9,2,2,0,UserTimeline,0,0,700.0,700.0
url-shorten-service,url-shorten-service,90.0,256.25,2,2,0,UserTimeline,0,0,700.0,700.0
user-mention-service,user-mention-service,31.5,280.25,2,2,0,UserTimeline,0,0,700.0,700.0
user-timeline-service,user-timeline-service,32.0,67.0,2,2,0,UserTimeline,0,0,700.0,700.0
media-service,media-service,8.0,11.0,2,2,0,UserTimeline,0,0,700.0,700.0
unique-id-service,unique-id-service,19.0,24.449999999999996,2,2,0,UserTimeline,0,0,700.0,700.0
user-service,user-service,11.0,12.0,2,2,0,UserTimeline,0,0,700.0,700.0
compose-post-service,compose-post-service,305.0,6561.0,2,2,0,HomeTimeline,0,0,700.0,700.0
home-timeline-service,home-timeline-service,70.0,445.49999999999994,2,2,0,HomeTimeline,0,0,700.0,700.0
nginx-web-server,nginx-thrift,462.5,982.1999999999999,2,2,0,HomeTimeline,0,0,700.0,700.0
post-storage-service,post-storage-service,30.5,74.84999999999997,2,2,0,HomeTimeline,0,0,700.0,700.0
social-graph-service,social-graph-service,54.0,121.0,2,2,0,HomeTimeline,0,0,700.0,700.0
text-service,text-service,234.0,519.9,2,2,0,HomeTimeline,0,0,700.0,700.0
url-shorten-service,url-shorten-service,90.0,256.25,2,2,0,HomeTimeline,0,0,700.0,700.0
user-mention-service,user-mention-service,31.5,280.25,2,2,0,HomeTimeline,0,0,700.0,700.0
user-timeline-service,user-timeline-service,32.0,67.0,2,2,0,HomeTimeline,0,0,700.0,700.0
media-service,media-service,8.0,11.0,2,2,0,HomeTimeline,0,0,700.0,700.0
unique-id-service,unique-id-service,19.0,24.449999999999996,2,2,0,HomeTimeline,0,0,700.0,700.0
user-service,user-service,11.0,12.0,2,2,0,HomeTimeline,0,0,700.0,700.0
